kw_avg_avg,LDA_03,data_channel_is_world,num_hrefs,kw_avg_max,global_subjectivity,kw_avg_min,kw_max_min,average_token_length,shares
0.0,0.023341913,0,9,0.0,0.4,0.0,0.0,4.638132296,2600
0.0,0.033334378,1,8,0.0,0.42003367,0.0,0.0,4.695869837,504
0.0,0.683720468,0,4,0.0,0.395588235,0.0,0.0,4.520618557,2100
0.0,0.022224455,0,21,0.0,0.524163337,0.0,0.0,4.727799228,1100
0.0,0.025000076,0,0,0.0,0.588636364,0.0,0.0,4.798850575,401
0.0,0.028571579,0,24,0.0,0.507184718,0.0,0.0,4.70331447,4200
0.0,0.020000326,0,19,0.0,0.536793474,0.0,0.0,4.652173913,1200
0.0,0.0250004,0,20,0.0,0.510508122,0.0,0.0,4.746575342,1500
0.0,0.239990548,0,2,0.0,0.442857143,0.0,0.0,4.274647887,575
0.0,0.025013837,0,25,0.0,0.506584209,0.0,0.0,4.620168067,507
0.0,0.8139089,0,5,0.0,0.57238292,0.0,0.0,4.453416149,1200
0.0,0.139704606,0,21,0.0,0.499397646,0.0,0.0,4.65433213,695
0.0,0.025008253,0,20,0.0,0.49594468,0.0,0.0,4.694214876,1200
0.0,0.020455825,0,2,0.0,0.423076923,0.0,0.0,4.654205607,4900
0.0,0.025000599,0,21,0.0,0.52090368,0.0,0.0,4.706567797,382
0.0,0.022222725,0,21,0.0,0.505898268,0.0,0.0,4.700970874,400
0.0,0.393096942,0,5,0.0,0.46735322,0.0,0.0,4.885462555,4600
0.0,0.025000502,0,21,0.0,0.506520305,0.0,0.0,4.631390135,2400
0.0,0.020006967,0,7,0.0,0.425089368,0.0,0.0,5.147747748,1600
0.0,0.71461079,0,11,0.0,0.54257986,0.0,0.0,4.759493671,1100
0.0,0.251465283,0,7,0.0,0.381986532,0.0,0.0,4.546153846,1300
0.0,0.020571958,0,9,0.0,0.46213761,0.0,0.0,4.810810811,819
0.0,0.033333516,0,5,0.0,0.490943267,0.0,0.0,4.4,585
0.0,0.020001388,0,19,0.0,0.535241458,0.0,0.0,4.778320313,536
0.0,0.02222239,0,3,0.0,0.455703463,0.0,0.0,4.256302521,834
0.0,0.028575263,0,22,0.0,0.513514364,0.0,0.0,4.655140187,645
0.0,0.022333312,0,1,0.0,0.402304293,0.0,0.0,4.362850972,598
0.0,0.022222921,0,21,0.0,0.509792164,0.0,0.0,4.655721393,217
0.0,0.02500542,0,3,0.0,0.518465543,0.0,0.0,4.081885856,3200
0.0,0.022226628,0,1,0.0,0.462730756,0.0,0.0,4.80876494,545
0.0,0.040000069,1,7,0.0,0.37473545,0.0,0.0,5.239747634,1800
0.0,0.266240779,0,4,0.0,0.574358974,0.0,0.0,5.056497175,1200
0.0,0.033342921,0,3,0.0,0.593006993,0.0,0.0,4.733944954,732
0.0,0.028572698,1,8,0.0,0.564637446,0.0,0.0,4.578947368,1200
0.0,0.02000165,0,4,0.0,0.514475108,0.0,0.0,4.460869565,2800
0.0,0.197948153,1,3,0.0,0.419907407,0.0,0.0,5.013544018,495
0.0,0.512673526,0,14,0.0,0.521929825,0.0,0.0,4.435779817,690
0.0,0.025120888,0,19,0.0,0.521697461,0.0,0.0,4.696356275,1300
0.0,0.025050169,0,7,0.0,0.398739496,0.0,0.0,4.909090909,552
0.0,0.021296479,0,3,0.0,0.435975299,0.0,0.0,4.471910112,631
0.0,0.718058372,0,10,0.0,0.40802236,0.0,0.0,4.393964111,4800
0.0,0.86297513,0,15,0.0,0.49729249,0.0,0.0,4.790365745,851
804.3803114,0.033371752,1,5,3616.666667,0.449867725,421.75,504.0,4.381944444,755
728.2303114,0.199971649,1,8,3516.666667,0.343411291,408.3333333,504.0,4.980676329,468
1184.560009,0.020030674,0,4,8810.0,0.406818182,299.8333333,462.0,4.47761194,4600
1114.024038,0.051027915,0,5,5725.0,0.43421846,461.0,593.0,4.608540925,1300
884.8519963,0.020092331,0,14,3460.0,0.394949495,581.4,1500.0,5.084168337,1200
1191.159056,0.266746924,0,5,7690.0,0.405909091,407.5,761.0,4.858208955,1100
1539.417214,0.025000108,0,20,11814.25,0.503184097,305.5,536.0,4.673513514,1500
1399.692308,0.733243613,0,20,5157.142857,0.628888889,531.0,761.0,4.850574713,2400
1802.972938,0.020000531,0,3,8571.1,0.39508658,1006.875,5700.0,4.578431373,1200
713.9192308,0.040103943,0,3,4340.0,0.470415526,405.0,593.0,4.343234323,1700
1466.210433,0.02859147,0,21,12214.28571,0.525368806,242.2,343.0,4.736736737,1200
1645.533414,0.028571623,0,20,13314.28571,0.509571786,238.0,343.0,4.582591494,500
707.2407407,0.490631401,0,6,3833.333333,0.446548392,469.3333333,598.0,4.702179177,455
1516.040684,0.028574566,0,1,12400.0,0.3675,278.8333333,462.0,4.361111111,1100
649.6074074,0.033380815,0,17,3498.333333,0.601256841,444.0,690.0,4.657444005,459
1048.310288,0.025003743,0,26,8550.0,0.462272437,280.0,343.0,4.501631321,1400
848.6888889,0.040377025,0,5,4600.0,0.518181818,469.3333333,598.0,4.850622407,6400
831.5104938,0.909619491,0,6,3110.0,0.637719298,572.0,690.0,4.678571429,4800
1777.330599,0.025002302,0,20,13950.0,0.522507091,279.125,462.0,4.609277431,695
858.1430556,0.643597124,0,32,3932.625,0.460383896,517.0,761.0,4.637989779,341
1084.446208,0.022432573,0,3,4055.555556,0.484895833,675.0,1200.0,4.457446809,1900
3492.730423,0.866183475,0,3,9866.666667,0.489583333,937.6,2100.0,4.542253521,1200
1775.371964,0.119150879,0,23,9560.0,0.52453824,482.1666667,1200.0,4.736969697,450
1596.953099,0.025429596,0,19,11962.5,0.528352626,310.375,593.0,4.702151755,663
1740.779797,0.02032709,0,36,9595.6,0.494428662,428.625,1200.0,4.710222222,302
1232.381217,0.033334209,1,7,4000.0,0.51846162,1201.75,3600.0,4.881526104,971
1047.397646,0.02006863,1,1,5913.4,0.38709596,370.0,598.0,4.151851852,1400
512.0555556,0.026597255,0,5,2801.25,0.493133402,506.6666667,710.0,4.300584795,1000
1206.957407,0.033489197,0,5,4516.666667,0.371895425,748.2,1900.0,4.551569507,1900
935.4888889,0.620276089,0,10,4760.0,0.439393939,461.0,593.0,4.802292264,1100
1487.910936,0.135189222,0,24,5375.6,0.511071534,889.25,2600.0,4.793445879,1100
826.6296296,0.222523825,0,3,4383.333333,0.426085176,480.3333333,631.0,4.4375,1500
801.9111111,0.050000593,0,5,5075.0,0.183226496,321.0,425.0,4.635193133,2000
3487.087566,0.68095191,0,2,9900.0,0.741666667,917.0,2100.0,4.856287425,5700
3987.422817,0.769840842,0,5,8937.5,0.46053228,2818.0,10000.0,4.419393939,7100
1159.559979,0.020018324,0,28,8262.3,0.525323614,339.5714286,823.0,4.583257507,1200
1225.842765,0.020012238,0,2,8912.3,0.491230275,373.875,823.0,4.353612167,705
641.5288889,0.040014536,0,7,4060.0,0.438277512,321.0,425.0,4.52991453,1900
1437.015741,0.672261269,0,13,6016.666667,0.517505411,513.25,690.0,4.274566474,3800
1366.793827,0.022463501,0,10,3880.333333,0.468743079,1095.5,2600.0,4.694505495,2300
1334.269974,0.025389231,0,2,9376.375,0.4,394.2857143,711.0,4.518518519,575
1644.361111,0.796556685,0,8,6425.0,0.539984127,820.75,1900.0,4.733766234,1800
960.9860354,0.02000959,0,5,6112.3,0.510267857,379.8333333,823.0,5.09787234,1600
1166.81713,0.033378585,0,6,6516.666667,0.44592803,576.75,1300.0,4.588652482,1900
542.0410431,0.028574488,1,9,2914.285714,0.614920635,402.3333333,495.0,4.316195373,5600
886.6634127,0.02500337,1,12,4825.0,0.381944444,473.8,819.0,5.149425287,1500
1071.707407,0.033656675,0,3,4933.333333,0.338221501,416.6666667,690.0,4.45,9200
2958.267063,0.655770331,0,5,7269.0,0.607028986,1903.875,10000.0,4.259259259,1700
2193.577646,0.866501673,0,4,7760.166667,0.252678571,664.8,1200.0,5.419047619,6000
1222.889854,0.022239953,0,2,6266.666667,0.343809524,373.2857143,695.0,4.852713178,752
1447.144444,0.295375361,0,5,4110.0,0.391666667,846.2,2100.0,4.625984252,19400
815.9696145,0.029793826,0,7,3871.428571,0.4,349.5,495.0,4.427672956,1700
1319.902754,0.022226453,0,20,10500.0,0.535146104,270.0,462.0,4.755440415,1600
1640.093133,0.028571595,0,19,13314.28571,0.530465368,238.0,343.0,4.616504854,788
1442.883312,0.020043568,0,1,8880.0,0.467346939,394.1111111,819.0,4.168831169,454
1516.20794,0.022222307,0,23,11688.88889,0.54087376,288.0,462.0,4.746524064,1100
1113.679444,0.028690529,0,11,7700.0,0.443176623,309.75,462.0,4.457917261,2800
1547.785139,0.475987197,0,13,6975.0,0.502765152,476.3333333,690.0,4.765243902,1600
5047.348866,0.598482411,0,28,13028.57143,0.403695114,2127.857143,10000.0,4.558718861,2000
855.0145503,0.033333409,1,2,3766.666667,0.465329145,427.75,504.0,4.983240223,412
503.3544444,0.020008164,1,4,2240.0,0.317226891,419.5,504.0,4.760617761,1100
1746.20746,0.44002091,0,31,7040.0,0.251447164,491.2,598.0,4.710652921,417
1564.274074,0.034678035,0,19,5248.333333,0.453645749,530.6,690.0,4.632205514,1600
1069.214815,0.06666675,0,3,6766.666667,0.4,321.0,425.0,4.652439024,2500
534.6074074,0.033334279,0,8,3383.333333,0.442024379,321.0,425.0,4.981132075,474
1169.361111,0.797553489,0,6,5950.0,0.55961039,461.0,593.0,4.431884058,2100
5316.563757,0.681521042,0,1,11916.66667,0.495238095,2818.0,10000.0,4.65942029,513
847.4206349,0.028571869,1,10,3246.428571,0.378437324,568.2,1200.0,4.810457516,10400
1553.829541,0.725347095,0,32,5264.888889,0.522451916,691.1666667,1200.0,4.832493703,2200
773.7711806,0.025301116,0,10,5237.5,0.374286988,259.0,343.0,4.786941581,5600
1182.571825,0.050000145,1,11,5475.0,0.430985061,451.25,598.0,4.75732899,373
1268.666444,0.227074552,0,9,4800.0,0.391666667,1031.0,2600.0,4.826388889,1000
1261.108889,0.040280379,0,2,5380.0,0.43258658,486.8,819.0,4.542168675,3200
3499.313757,0.696112962,0,4,9850.0,0.680769231,936.6,2100.0,4.612676056,657
1309.221887,0.028572636,0,2,10028.57143,0.457231405,337.8,695.0,4.140271493,2100
1349.204479,0.020001915,0,3,11030.0,0.498571429,253.0,343.0,4.951219512,727
424.3444444,0.376661338,0,3,2300.0,0.440725579,469.3333333,598.0,4.747404844,350
955.2644444,0.240143355,0,3,3210.0,0.621604938,512.2,690.0,4.936416185,1900
1709.428868,0.033335098,0,22,14250.0,0.52119997,267.4,343.0,4.787878788,1200
758.8574603,0.040001049,1,4,4080.0,0.385322793,402.3333333,495.0,5.032258065,2800
927.0530864,0.124128489,0,10,4044.444444,0.424340048,417.3333333,573.0,4.3125,341
929.5234921,0.028617344,0,12,5500.0,0.354901961,451.0,819.0,4.657575758,648
1328.229146,0.020001768,0,2,9616.8,0.507000884,326.7777778,834.0,4.46799117,1300
1481.042657,0.028571557,0,21,11109.71429,0.517849243,254.5714286,480.0,4.54229249,1000
2007.835922,0.028571515,0,20,12847.71429,0.524681691,718.2857143,3600.0,4.758409786,1300
1062.190741,0.0333346,0,8,4333.333333,0.496912879,424.3333333,631.0,4.847769029,1700
1072.389193,0.020012033,0,5,7182.3,0.479494949,493.2857143,1300.0,4.493150685,4600
1312.611111,0.051062709,0,8,6093.25,0.413095238,489.0,593.0,4.575757576,2700
1273.219979,0.020016512,0,21,8590.0,0.525172937,294.875,462.0,4.641176471,1700
643.4696145,0.028572749,1,7,3015.714286,0.41577381,479.25,710.0,4.795652174,450
1647.040741,0.033534583,0,4,5100.0,0.360416667,1104.4,2600.0,4.463414634,939
1297.471097,0.024092051,0,2,9788.888889,0.394393939,299.8333333,462.0,4.569767442,1600
1007.012821,0.021729933,0,21,6110.0,0.492321322,460.5,1300.0,4.695829095,866
1245.471852,0.033333972,0,3,6750.833333,0.546428571,390.4,505.0,4.727777778,606
1074.66843,0.340869904,0,5,4066.666667,0.593048128,652.0,1200.0,5.113970588,5000
580.3444444,0.490505787,0,34,2437.2,0.483901515,594.4,761.0,4.494584838,11500
732.8696145,0.028572063,1,9,3228.571429,0.447603587,427.75,504.0,4.695890411,529
3862.653616,0.51971926,0,1,8588.888889,0.578571429,2182.285714,10000.0,4.815789474,28000
1431.060221,0.02000869,0,26,7355.6,0.512744037,472.625,1300.0,4.669187146,1700
1525.116444,0.020115762,0,12,5172.3,0.388045635,1181.285714,3600.0,4.431279621,761
941.7805556,0.025026661,0,7,3275.0,0.434569434,926.0,2600.0,4.855227882,958
2143.830928,0.025036137,0,12,10775.0,0.367424242,614.25,1200.0,4.777777778,904
2295.157759,0.599038136,0,9,10212.5,0.508810726,494.6,1100.0,4.382894737,1200
1354.129485,0.042601389,0,2,10518.6,0.373262987,447.75,631.0,4.421568627,4500
2060.628474,0.028848167,0,5,9699.0,0.481073858,499.8571429,690.0,4.594594595,1200
1544.862071,0.033460006,0,8,10400.0,0.644372294,486.6,1000.0,4.43902439,427
1320.711107,0.033339921,0,5,10833.33333,0.525852273,544.25,1400.0,4.917582418,1300
1022.631548,0.022223424,0,9,5433.333333,0.445970575,577.0,1200.0,4.676706827,3200
924.2615368,0.238095759,0,4,5957.142857,0.364454545,465.5,1000.0,5.497142857,377
1756.212534,0.419897639,0,5,9300.0,0.596022727,408.5714286,631.0,4.682539683,3400
1746.612005,0.231206702,0,7,7183.333333,0.438074091,751.1666667,1900.0,4.847305389,972
2438.210345,0.866497845,0,5,12511.33333,0.551358025,368.2,513.0,4.392226148,979
1434.554847,0.028846158,0,10,7914.285714,0.489351852,459.0,851.0,4.616197183,737
1942.772927,0.239675435,0,23,12000.0,0.535378379,381.4,631.0,4.763231198,3800
1554.658473,0.020378968,0,45,12450.0,0.498341579,254.7777778,302.0,4.740517241,396
2618.970631,0.028917341,0,8,11642.85714,0.429008838,898.5714286,2800.0,4.564013841,1700
1575.529485,0.500014915,0,4,11360.0,0.457666976,414.25,631.0,4.192216981,676
2249.225441,0.033648826,0,10,15166.66667,0.4234375,397.3333333,851.0,4.606635071,2900
1136.563967,0.025010945,0,6,10625.0,0.467841187,290.4,373.0,5.03785489,2500
976.9134437,0.025186548,0,5,6830.125,0.418035714,356.2,552.0,5.006993007,1400
2482.029893,0.020225037,0,16,13981.1,0.462200436,448.7,1200.0,4.447140381,484
1212.941237,0.866031788,0,12,8866.666667,0.396029986,549.5,1000.0,4.308910891,7500
1325.216786,0.040000257,0,6,7260.0,0.497399892,422.75,575.0,4.415686275,441
988.2752469,0.02228304,0,8,5111.111111,0.353143939,438.6,705.0,4.634920635,922
1059.748045,0.028571647,1,11,7200.0,0.546999963,550.5,1200.0,4.554821664,473
2868.338778,0.040141151,1,4,11580.0,0.366666667,1494.6,5700.0,5.085526316,3200
1084.367263,0.040000795,1,6,8820.0,0.486006683,321.0,373.0,4.946778711,1600
2580.146243,0.866186074,0,3,13500.0,0.610377046,344.6,513.0,4.355828221,1300
1322.701753,0.020009273,0,27,10100.0,0.522832519,280.375,343.0,4.656773212,1300
835.2913447,0.026457026,0,11,5500.0,0.478346653,405.75,761.0,5.352644836,5600
1755.086455,0.025138832,0,6,8562.5,0.487274531,455.5,690.0,4.47327249,8100
1575.554847,0.028571771,1,6,8742.857143,0.392424242,405.0,598.0,4.993690852,5500
3540.315518,0.799556856,0,15,18650.0,0.500980392,343.25,513.0,4.253061224,3800
974.2518298,0.184733524,0,10,7857.142857,0.440185728,343.0,455.0,4.768799102,933
924.8216641,0.02022365,0,12,5775.2,0.409411765,503.0,1200.0,4.694023194,2500
1196.097322,0.033610504,0,12,6500.0,0.484980477,457.0,761.0,4.408862034,1700
1184.245749,0.577236549,0,7,7700.0,0.498076599,781.4,2200.0,4.682847896,2400
1616.768557,0.022303143,0,8,7253.666667,0.292016317,767.0,1900.0,4.5,11400
1063.182677,0.172199731,0,9,6971.428571,0.55625,337.0,417.0,4.893081761,308
1899.692201,0.57866369,0,38,9742.857143,0.418631897,517.8,1000.0,5.307349666,1400
1633.368496,0.029485556,0,4,9930.142857,0.416666667,465.6666667,1000.0,4.201646091,762
1322.719015,0.864792404,0,7,8985.166667,0.486038961,554.6,1000.0,4.630630631,1200
1328.491741,0.025299727,0,2,6562.5,0.198636364,430.0,631.0,4.19375,657
2332.473645,0.02229762,0,38,10288.88889,0.404146869,663.4,1200.0,4.953694581,1200
824.4636313,0.020031861,0,14,4320.0,0.547159091,573.0,971.0,4.840116279,11800
1811.425332,0.022243308,0,29,9911.111111,0.540599876,526.625,1200.0,4.588521401,2400
1274.46199,0.029044185,0,7,6842.857143,0.430470178,354.5,474.0,5.069164265,794
1761.373921,0.022316421,0,21,12704.0,0.529274694,398.2222222,971.0,4.751179245,1500
1072.816786,0.040000577,0,5,6880.0,0.42296271,355.6666667,425.0,4.858823529,1300
1223.240901,0.339477277,0,12,7300.0,0.449412512,919.3333333,2200.0,4.641509434,1200
1228.602671,0.025122569,0,7,7550.0,0.407215856,568.2,1500.0,4.241272304,1900
1236.372719,0.033333392,1,3,8400.0,0.446778711,550.5,1200.0,4.384615385,1500
1085.826786,0.040000869,0,3,9660.0,0.407837302,328.3333333,425.0,4.665706052,698
2760.037439,0.885582364,0,6,12600.0,0.612162162,377.2,513.0,4.142857143,1100
1672.434028,0.103377162,0,5,9550.0,0.48375,723.8333333,2400.0,4.5,742
2729.964742,0.020258017,0,3,11040.0,0.358695652,747.1428571,1200.0,5.885714286,2000
2324.997862,0.022417922,0,19,10679.0,0.572222222,620.3333333,1200.0,4.969626168,1000
1441.340849,0.025000729,0,4,6337.5,0.427770563,542.0,1200.0,4.646492435,1500
1003.951131,0.020702607,0,6,4680.0,0.495272531,714.5,1900.0,4.714814815,1200
1898.123384,0.646979588,0,6,8500.0,0.4857694,792.2,2200.0,4.145962733,751
1861.743283,0.403786042,0,11,6814.285714,0.598638344,1480.0,4800.0,4.78957529,775
887.895983,0.050007813,0,6,7800.0,0.46623076,321.0,425.0,4.480492813,569
1731.755186,0.658637914,0,6,8883.333333,0.470687646,424.2,573.0,4.386363636,3000
1376.679163,0.025005161,0,3,8612.5,0.286363636,696.1666667,2400.0,3.89261745,1500
2360.210345,0.866489581,0,3,12433.33333,0.466666667,343.25,513.0,4.870967742,1100
3122.909557,0.839339099,0,2,15340.0,0.380277778,389.2,573.0,4.466666667,979
1771.322322,0.034036846,0,2,8750.0,0.478333333,430.0,631.0,4.20979021,802
1579.278619,0.025018159,0,23,12600.0,0.504117734,268.8571429,454.0,4.66897747,2300
1455.599534,0.025287617,0,19,12450.0,0.516890272,406.1428571,1100.0,4.674597084,835
850.4011165,0.025037301,0,6,4687.5,0.470427489,364.75,474.0,4.722672065,2000
2194.179081,0.839738188,0,2,12240.0,0.588461538,319.25,417.0,4.20657277,12000
1496.577884,0.028571946,0,2,14871.42857,0.420867769,238.0,343.0,4.272222222,423
2735.281409,0.020376842,0,2,11160.0,0.75,750.0,1200.0,4.566037736,1000
1685.527977,0.39946414,0,7,11933.33333,0.339174603,424.3333333,631.0,4.51980198,1600
3067.46601,0.739856061,0,4,13007.42857,0.560412186,491.1428571,1000.0,4.306784661,1400
867.3352188,0.03344618,0,13,6150.0,0.400963636,301.0,343.0,5.086021505,2400
1411.96373,0.033338793,0,2,12473.5,0.422887865,291.3333333,454.0,4.3,1200
1308.91029,0.03333659,0,14,11133.33333,0.456088238,322.0,552.0,4.828482328,1500
1568.404011,0.022224025,0,2,12344.44444,0.210909091,535.25,2400.0,4.340740741,1400
1004.04444,0.033333797,0,4,10366.66667,0.525,259.0,343.0,4.518918919,1000
1237.763989,0.03333628,0,2,6483.333333,0.328571429,417.0,552.0,4.755813953,400
1268.292974,0.020000303,0,13,10760.0,0.334233766,336.0,631.0,4.610315186,1700
2699.624523,0.885562558,0,4,18942.85714,0.571428571,528.5,1200.0,4.558064516,3200
1674.325418,0.040000213,1,8,10260.0,0.540079966,378.25,473.0,5.078091106,1100
1734.436233,0.121841186,0,7,11020.0,0.384428571,394.5714286,761.0,4.647798742,4400
3296.825433,0.885409948,0,4,20428.57143,0.524117647,404.3333333,573.0,4.360544218,1400
1350.018677,0.02502432,0,7,6925.0,0.463465408,456.8,631.0,5.108602151,924
1119.549917,0.028573287,0,11,8086.0,0.498401361,375.4,631.0,4.608504399,1900
1496.118701,0.0200192,0,10,7680.0,0.399015152,523.1428571,1200.0,4.386819484,1300
1703.174217,0.022644051,0,53,15344.66667,0.509676029,254.7777778,302.0,4.721966206,1300
1578.659458,0.033348575,0,5,11600.0,0.411706349,507.8,1300.0,4.918181818,1800
2873.258039,0.020412471,0,2,14970.0,0.621717172,572.75,1000.0,4.207142857,37400
1181.615182,0.919665334,0,4,7830.0,0.441503268,549.5,1000.0,4.671554252,18000
1115.143381,0.15562921,1,3,6722.222222,0.542916667,345.4,417.0,4.884543762,2500
2209.94844,0.050135808,0,4,10725.0,0.504063678,935.6666667,1900.0,4.254189944,18200
2496.246134,0.020296392,0,8,12157.4,0.373717949,628.3333333,1000.0,4.895927602,924
1315.524848,0.040208224,0,5,10860.0,0.441666667,259.0,343.0,4.882051282,730
1237.321836,0.028753664,0,13,8114.285714,0.585979756,424.5,761.0,4.594370861,3500
1433.04678,0.025041131,0,3,8812.5,0.467240216,357.6,552.0,4.405940594,1900
1036.209118,0.03333349,1,8,7600.0,0.364208588,317.75,373.0,5.117824773,614
1170.657574,0.025005058,0,2,12087.75,0.421691919,266.3333333,343.0,4.65973535,2900
1397.91172,0.02541672,0,24,6550.0,0.492621528,525.75,737.0,5.391061453,1600
1007.151303,0.025001984,1,45,5362.5,0.488382704,1029.25,3100.0,5.095781072,1100
1317.234823,0.02862841,0,5,7085.714286,0.449921576,671.4,2000.0,4.133333333,1100
1919.29433,0.692580001,0,10,11866.66667,0.511706349,416.4,690.0,4.789699571,2200
3005.345969,0.795731882,0,3,18166.66667,0.433333333,600.75,1200.0,4.666666667,582
3249.773515,0.020655609,0,6,16580.0,0.494343434,589.1111111,1000.0,4.72972973,1000
1393.306896,0.03345389,0,3,9783.333333,0.458333333,386.5,552.0,5.066666667,1700
776.0772035,0.155292292,1,5,6300.0,0.399042146,299.3333333,373.0,4.017241379,720
2686.481665,0.565911678,0,1,18942.85714,0.583673469,504.0,1200.0,4.704081633,19800
1463.29289,0.020037837,0,13,8890.0,0.451534202,432.5,972.0,4.650904033,1500
1551.421157,0.020086147,0,23,13008.8,0.538369627,356.4444444,788.0,4.615102639,3000
1572.665275,0.020086478,0,22,11580.0,0.495237379,446.5555556,1200.0,4.596590909,2500
3065.344913,0.885595833,0,6,20000.0,0.612507937,370.6,513.0,4.194444444,4400
2784.693853,0.022684154,0,4,14033.33333,0.360416667,583.5,1000.0,4.626459144,1400
2071.986678,0.028572,0,11,15985.71429,0.522181818,355.6666667,593.0,4.951219512,1600
1183.56657,0.033334529,0,7,7066.666667,0.5625,425.0,631.0,5.220588235,2100
1297.45057,0.041497793,0,3,9080.0,0.504747475,440.3333333,761.0,4.343478261,1100
1967.092122,0.020065868,0,21,12390.0,0.541922873,451.1,1300.0,4.669678715,2100
1562.025723,0.025008501,0,4,12900.0,0.453967051,414.4285714,1100.0,4.664359862,840
1521.403582,0.022222617,0,23,12048.0,0.512925415,354.625,732.0,4.573617021,1100
776.0772035,0.028574969,1,9,6300.0,0.413056426,299.3333333,373.0,4.556701031,1600
1403.910071,0.03337212,1,8,9133.333333,0.561862991,376.6,454.0,4.78125,2100
1346.64047,0.025000069,1,4,8112.5,0.378713324,356.6,473.0,5.264423077,2200
1385.103347,0.022252529,0,5,5911.111111,0.46707989,778.4,1900.0,4.40397351,9000
2842.305101,0.838049286,0,4,22400.0,0.490814394,335.0,513.0,4.608308605,622
1375.629491,0.020000094,0,3,12348.8,0.547354497,333.1111111,788.0,4.342696629,1000
1834.339231,0.033333481,0,16,16500.0,0.435195271,401.8333333,1200.0,4.536213469,658
1589.18275,0.022236505,0,1,11744.44444,0.384566327,332.75,695.0,4.501538462,1400
1282.473608,0.020001932,0,4,10990.0,0.641526375,380.125,1200.0,4.06512605,1500
1466.526157,0.020123185,0,3,11460.0,0.381781046,357.5,742.0,4.389361702,2300
2713.57846,0.576681732,0,4,15040.0,0.551759834,508.7777778,761.0,4.416666667,5200
1480.001265,0.209476392,1,4,11900.0,0.455808081,525.5,1100.0,4.980295567,5300
1603.704504,0.033348575,0,9,13166.66667,0.384329405,507.8,1300.0,4.626780627,1600
1758.927575,0.537389819,0,18,10624.77778,0.449657287,483.4285714,823.0,4.360424028,6300
1731.09961,0.02857152,0,1,17714.28571,0.509943182,335.4285714,835.0,4.902356902,2000
2342.055575,0.815440384,0,4,12750.0,0.6775,568.5714286,1100.0,4.644230769,2300
